from_address,to_address,distance_km,weight_kg,height_cm,width_cm,length_cm,delivery_option,transport_mode,cost,estimated_time_hours
Mumbai,Delhi,1685,59.61,63.3,50.9,7.9,Express,Road,7694.9,34.2
Hyderabad,Mumbai,618,97.45,43.9,57.6,92.9,Express,Rail,2797.13,12.8
Pune,Kolkata,841,55.19,51.6,10.2,5.4,Economy,Rail,1186.12,35.2
Mumbai,Chennai,1808,21.09,65.6,97.8,50.0,Economy,Rail,2942.5,66.8
Kolkata,Chennai,869,64.37,41.8,40.2,41.2,Economy,Rail,1220.23,30.7
Kolkata,Ahmedabad,996,6.63,76.5,68.4,13.1,Normal,Air,3354.92,10.6
Chennai,Pune,757,39.02,54.6,96.7,70.3,Normal,Air,15121.19,7.1
Chennai,Kolkata,863,57.34,54.1,59.3,98.4,Economy,Road,2375.28,55.0
Delhi,Mumbai,361,80.94,17.0,45.2,98.9,Normal,Road,1606.27,29.9
Kolkata,Delhi,313,91.13,91.8,11.4,41.9,Normal,Air,6882.95,13.8
Chennai,Pune,757,70.19,60.8,79.3,15.7,Economy,Road,2153.66,52.2
Mumbai,Chennai,1808,56.49,14.6,32.2,55.9,Normal,Rail,2919.48,46.5
Ahmedabad,Chennai,1240,17.63,43.3,63.7,69.7,Normal,Road,2334.18,51.2
Chennai,Hyderabad,801,47.78,30.5,40.4,37.1,Normal,Rail,1097.71,31.3
Mumbai,Pune,1509,23.18,33.5,75.7,78.5,Normal,Rail,1884.88,31.5
Ahmedabad,Mumbai,1398,91.39,43.7,51.0,54.1,Normal,Road,6407.67,42.8
Pune,Mumbai,1035,78.16,54.8,59.0,21.5,Economy,Road,3073.7,60.8
Bangalore,Delhi,1766,37.15,49.1,42.7,92.7,Express,Road,4882.67,43.8
Ahmedabad,Kolkata,461,55.36,37.7,84.6,29.6,Express,Road,1831.79,15.1
Bangalore,Pune,1219,22.52,26.4,24.6,66.9,Express,Road,2209.04,41.0
Ahmedabad,Mumbai,1398,64.91,62.1,5.8,29.0,Normal,Air,24805.03,15.4
Pune,Ahmedabad,1794,35.2,28.9,49.3,69.3,Express,Rail,2889.71,42.9
Hyderabad,Kolkata,989,64.91,62.9,33.4,15.3,Economy,Rail,1691.19,46.7
Kolkata,Hyderabad,1729,71.25,89.8,33.4,19.2,Economy,Road,5228.66,84.8
Hyderabad,Ahmedabad,1078,14.42,7.4,52.3,33.1,Normal,Rail,455.92,34.5
Bangalore,Delhi,1766,72.79,26.1,55.8,79.6,Express,Rail,5793.08,42.8
Delhi,Ahmedabad,354,10.21,17.2,29.6,81.8,Economy,Air,780.64,9.5
Bangalore,Hyderabad,751,87.21,44.9,89.3,40.3,Express,Rail,2925.9,13.2
Mumbai,Bangalore,1816,89.0,52.5,87.4,41.3,Normal,Rail,4416.27,39.2
Bangalore,Delhi,1766,41.21,59.1,91.1,48.5,Normal,Air,21583.27,13.9
Delhi,Ahmedabad,354,63.63,5.4,31.0,77.3,Economy,Air,4743.3,20.3
Mumbai,Ahmedabad,1164,61.64,65.2,43.3,96.7,Normal,Road,3255.77,38.8
Chennai,Delhi,351,75.81,55.4,6.7,5.4,Express,Road,1886.44,16.8
Mumbai,Bangalore,1816,50.58,34.1,11.2,9.3,Normal,Rail,2881.16,41.6
Delhi,Ahmedabad,354,99.62,51.6,76.3,20.7,Normal,Road,1667.5,15.9
Chennai,Kolkata,863,50.71,16.7,72.6,80.3,Normal,Air,10406.32,6.7
Chennai,Hyderabad,801,11.26,84.4,9.6,16.0,Normal,Rail,250.21,30.7
Bangalore,Hyderabad,751,68.73,5.9,45.0,14.6,Express,Rail,2379.78,21.5
Mumbai,Kolkata,1416,72.02,16.2,15.8,15.1,Economy,Air,19171.28,18.5
Bangalore,Delhi,1766,70.49,33.1,8.7,52.2,Economy,Air,27053.77,9.2
Mumbai,Chennai,1808,83.61,68.6,19.2,13.6,Express,Road,11844.45,38.2
Bangalore,Ahmedabad,1506,98.87,33.1,49.1,14.5,Economy,Road,6375.52,72.4
Pune,Hyderabad,1952,12.03,85.9,89.6,5.9,Economy,Air,4834.78,27.5
Kolkata,Hyderabad,1729,9.75,82.4,22.4,43.1,Normal,Rail,880.69,43.5
Pune,Hyderabad,1952,88.67,20.8,17.6,74.0,Economy,Road,6807.08,94.6
Ahmedabad,Mumbai,1398,61.33,79.0,63.1,86.9,Express,Road,9053.21,46.2
Ahmedabad,Chennai,1240,6.8,67.2,6.2,87.5,Express,Air,3442.38,25.3
Hyderabad,Kolkata,989,52.55,71.6,14.0,67.9,Economy,Rail,1208.85,37.3
Chennai,Ahmedabad,585,64.52,19.9,85.6,85.9,Economy,Road,1585.69,31.8
Kolkata,Chennai,869,50.94,57.3,41.0,82.6,Economy,Rail,1050.55,27.8
Ahmedabad,Bangalore,1075,31.95,98.2,75.8,6.7,Normal,Rail,934.73,38.6
Kolkata,Ahmedabad,996,56.45,67.2,48.3,37.4,Economy,Road,2403.84,55.4
Ahmedabad,Hyderabad,1430,65.89,73.0,15.8,77.1,Economy,Road,3649.33,80.5
Kolkata,Ahmedabad,996,52.44,71.7,9.3,20.6,Economy,Air,10952.7,12.0
Bangalore,Mumbai,707,12.51,86.0,25.5,83.3,Economy,Air,4998.65,7.2
Mumbai,Pune,1509,89.23,48.5,61.0,52.9,Normal,Road,6773.29,57.0
Ahmedabad,Kolkata,461,78.22,91.5,70.7,21.5,Economy,Road,1409.9,39.3
Pune,Bangalore,1536,97.96,92.0,77.4,31.0,Normal,Rail,4471.43,36.0
Kolkata,Pune,1165,70.3,86.8,72.6,93.9,Express,Road,9721.85,30.7
Hyderabad,Ahmedabad,1078,13.7,72.5,97.6,21.9,Express,Air,12871.86,20.8
Ahmedabad,Kolkata,461,57.28,68.4,44.7,76.0,Express,Rail,1277.98,9.6
Mumbai,Chennai,1808,38.4,10.0,10.4,30.4,Economy,Rail,1727.37,47.2
Kolkata,Mumbai,1957,75.48,8.1,82.3,14.7,Express,Air,56078.48,19.5
Pune,Mumbai,1035,51.34,80.7,71.1,70.8,Economy,Rail,1972.78,51.8
Hyderabad,Kolkata,989,5.85,75.6,24.3,87.5,Normal,Road,1720.6,42.7
Bangalore,Pune,1219,72.63,23.4,47.6,98.4,Economy,Road,3869.0,54.2
Chennai,Bangalore,1818,28.27,30.1,20.3,85.4,Economy,Rail,1225.17,54.2
Hyderabad,Kolkata,989,5.56,93.6,63.5,67.9,Normal,Air,20156.76,20.0
Bangalore,Mumbai,707,52.3,79.7,20.1,56.6,Normal,Road,1793.12,36.3
Hyderabad,Delhi,740,29.71,95.3,63.7,50.1,Express,Air,15221.39,14.0
Bangalore,Chennai,1449,68.41,35.5,92.0,94.8,Normal,Rail,2997.71,45.3
Hyderabad,Kolkata,989,80.38,47.3,9.2,90.3,Economy,Rail,1913.2,34.3
Chennai,Hyderabad,801,7.01,68.7,78.5,87.2,Normal,Road,3545.02,42.9
Pune,Hyderabad,1952,81.77,11.9,70.2,7.3,Express,Rail,6518.83,28.4
Kolkata,Ahmedabad,996,7.51,83.1,91.5,43.7,Normal,Air,16231.29,13.7
Mumbai,Kolkata,1416,1.09,73.4,11.0,75.9,Economy,Air,3712.75,18.2
Kolkata,Pune,1165,68.74,62.6,31.7,93.0,Normal,Rail,2557.24,24.7
Bangalore,Mumbai,707,74.8,80.7,85.7,33.0,Express,Road,3806.08,36.6
Hyderabad,Chennai,869,55.58,57.7,16.7,5.5,Express,Rail,2189.61,21.1
Hyderabad,Mumbai,618,41.56,66.4,53.7,20.3,Economy,Air,5480.72,9.4
Chennai,Pune,757,75.23,99.1,57.1,66.2,Economy,Rail,1413.71,25.9
Ahmedabad,Delhi,555,36.04,68.8,27.3,32.1,Economy,Road,770.93,36.9
Kolkata,Hyderabad,1729,58.62,58.7,39.6,35.1,Normal,Road,4565.83,49.5
Pune,Delhi,1004,84.09,17.8,74.6,88.4,Normal,Rail,2461.24,31.1
Delhi,Hyderabad,1334,60.86,85.0,86.6,18.3,Express,Road,5800.71,30.7
Mumbai,Chennai,1808,85.03,65.0,82.2,60.0,Express,Road,12467.01,46.8
Ahmedabad,Hyderabad,1430,77.63,39.8,26.2,78.4,Express,Rail,4629.7,22.5
Hyderabad,Kolkata,989,1.55,27.7,96.6,98.3,Express,Road,4102.82,23.2
Delhi,Hyderabad,1334,73.33,94.2,8.8,77.3,Economy,Road,3728.48,64.7
Hyderabad,Bangalore,1863,47.23,48.2,9.4,98.2,Normal,Road,4578.74,67.4
Kolkata,Ahmedabad,996,54.66,21.5,67.1,39.7,Express,Road,4096.71,39.1
Pune,Delhi,1004,81.82,37.8,80.3,89.3,Economy,Air,17684.78,11.6
Kolkata,Mumbai,1957,15.45,19.9,62.2,82.6,Express,Road,2950.02,39.4
Ahmedabad,Bangalore,1075,21.47,20.3,84.2,7.1,Economy,Road,936.78,54.2
Chennai,Kolkata,863,15.11,20.8,92.6,54.1,Normal,Air,4918.24,23.3
Kolkata,Chennai,869,22.05,62.6,49.8,50.8,Economy,Rail,673.91,43.4
Delhi,Kolkata,776,66.14,30.1,73.8,37.6,Normal,Air,13063.65,13.2
Mumbai,Chennai,1808,20.63,86.7,52.9,44.9,Economy,Air,13690.45,21.7
Chennai,Pune,757,53.38,76.5,13.9,67.6,Express,Air,16145.85,20.6
Pune,Kolkata,841,42.36,88.1,71.3,45.8,Normal,Rail,1408.3,37.0
Mumbai,Bangalore,1816,13.82,50.3,27.1,86.6,Normal,Air,11526.36,11.3
Chennai,Kolkata,863,52.49,54.4,40.6,24.5,Normal,Rail,1321.53,30.4
Kolkata,Delhi,313,85.57,45.2,39.7,31.2,Express,Rail,1266.71,23.3
Ahmedabad,Mumbai,1398,37.34,57.7,29.1,34.1,Normal,Air,12784.44,23.9
Mumbai,Hyderabad,478,23.36,79.4,95.2,14.5,Express,Rail,531.22,22.2
Chennai,Mumbai,528,39.22,65.4,81.4,83.2,Normal,Air,11541.97,9.4
Mumbai,Kolkata,1416,4.26,41.5,98.5,63.3,Express,Rail,3437.13,39.8
Delhi,Hyderabad,1334,49.69,6.0,85.8,93.4,Express,Rail,2800.78,30.7
Bangalore,Kolkata,1159,17.36,8.4,27.7,5.0,Economy,Road,884.78,57.0
Pune,Bangalore,1536,58.81,54.2,75.0,11.5,Economy,Air,17287.75,27.2
Hyderabad,Delhi,740,96.35,31.3,62.6,23.5,Normal,Air,16058.86,15.5
Mumbai,Kolkata,1416,29.78,95.0,81.3,95.9,Express,Air,74729.8,13.5
Ahmedabad,Pune,900,24.71,37.3,78.7,69.8,Express,Road,2756.16,26.6
Bangalore,Hyderabad,751,70.27,81.0,44.2,38.5,Express,Road,4116.92,22.3
Pune,Hyderabad,1952,75.0,37.5,57.7,22.0,Normal,Rail,4144.79,40.7
Bangalore,Ahmedabad,1506,73.84,27.3,28.0,30.2,Economy,Road,4746.09,71.4
Mumbai,Chennai,1808,92.06,69.2,68.0,63.3,Express,Road,13352.2,41.1
Kolkata,Bangalore,1854,18.7,77.6,53.6,42.8,Express,Road,4509.29,48.0
Chennai,Kolkata,863,35.06,86.7,78.7,48.4,Economy,Air,11441.64,6.7
Bangalore,Ahmedabad,1506,58.31,35.9,63.2,29.7,Express,Rail,3743.92,33.7
Hyderabad,Mumbai,618,50.13,25.0,71.6,40.4,Normal,Rail,920.25,34.0
Bangalore,Pune,1219,10.44,30.6,27.4,46.1,Normal,Road,591.25,40.3
Chennai,Mumbai,528,42.44,17.8,89.9,64.9,Express,Air,8093.43,9.8
Chennai,Bangalore,1818,10.35,20.5,25.5,29.2,Express,Road,1397.07,42.0
Kolkata,Delhi,313,2.47,16.5,87.4,96.5,Economy,Air,1768.76,8.5
Kolkata,Delhi,313,32.85,53.5,78.6,47.5,Economy,Rail,306.91,30.9
Delhi,Hyderabad,1334,80.87,37.1,65.0,59.3,Economy,Road,4023.51,57.6
Kolkata,Hyderabad,1729,27.11,66.2,30.8,47.3,Normal,Air,11922.01,16.1
Delhi,Pune,1532,2.8,74.1,67.9,94.3,Express,Air,49936.87,8.1
Mumbai,Bangalore,1816,55.07,7.5,42.7,77.7,Economy,Road,3810.23,80.5
Pune,Delhi,1004,23.32,75.1,47.1,17.0,Express,Road,1590.43,39.4
Hyderabad,Pune,489,47.88,97.6,56.4,30.9,Normal,Road,1280.6,20.2
Ahmedabad,Hyderabad,1430,75.02,88.3,46.3,65.8,Express,Rail,5222.36,25.2
Mumbai,Bangalore,1816,31.13,44.2,19.8,6.0,Express,Road,4107.52,35.8
Ahmedabad,Pune,900,47.97,5.9,45.9,32.8,Economy,Road,1743.57,53.3
Pune,Bangalore,1536,25.36,72.9,66.4,83.7,Economy,Rail,2735.74,53.7
Kolkata,Delhi,313,65.02,55.5,30.5,22.9,Economy,Road,754.89,23.9
Ahmedabad,Delhi,555,70.2,51.7,35.5,19.5,Express,Road,2738.53,18.3
Ahmedabad,Hyderabad,1430,1.32,13.6,6.4,25.6,Normal,Rail,59.86,35.3
Chennai,Delhi,351,8.48,76.3,18.9,30.3,Normal,Road,154.69,30.1
Kolkata,Pune,1165,38.47,6.2,97.6,72.9,Normal,Rail,1276.54,29.3
Mumbai,Kolkata,1416,66.77,24.8,42.0,96.3,Normal,Road,4849.44,54.9
Mumbai,Delhi,1685,48.38,33.4,39.2,9.9,Express,Road,6692.74,40.6
Chennai,Mumbai,528,79.54,60.5,42.6,28.1,Economy,Air,8875.63,17.5
Hyderabad,Pune,489,9.4,20.0,13.7,63.8,Express,Road,314.39,26.8
Mumbai,Ahmedabad,1164,49.04,35.1,58.0,66.2,Normal,Rail,1792.34,29.1
Delhi,Ahmedabad,354,89.92,51.1,46.6,33.0,Express,Rail,1343.55,14.8
Ahmedabad,Delhi,555,86.83,61.9,86.8,20.2,Express,Road,3577.71,25.2
Ahmedabad,Chennai,1240,77.7,53.1,74.7,88.9,Express,Rail,4575.0,32.1
Pune,Mumbai,1035,52.64,52.3,57.4,63.2,Normal,Rail,1680.53,30.4
Mumbai,Chennai,1808,83.6,17.3,88.0,24.2,Normal,Road,6950.96,66.6
Ahmedabad,Kolkata,461,62.59,61.1,9.7,26.0,Express,Road,1953.31,25.9
Mumbai,Bangalore,1816,80.2,10.8,58.0,94.1,Normal,Rail,4626.43,43.9
Chennai,Hyderabad,801,7.5,33.9,94.7,96.3,Economy,Road,2070.28,38.0
Bangalore,Kolkata,1159,62.72,22.0,76.2,44.4,Economy,Air,14761.12,21.6
Pune,Chennai,498,17.1,22.1,43.1,37.1,Economy,Air,1872.94,12.5
Hyderabad,Kolkata,989,99.15,35.8,40.3,77.6,Normal,Air,23649.22,16.8
Pune,Ahmedabad,1794,55.25,75.7,39.2,48.0,Normal,Road,5180.24,65.1
Delhi,Ahmedabad,354,1.15,98.5,25.4,34.9,Express,Rail,301.51,19.6
Delhi,Chennai,365,4.25,38.8,18.1,39.9,Express,Road,145.22,12.6
Pune,Kolkata,841,91.83,74.8,73.7,80.3,Economy,Rail,1974.24,37.3
Mumbai,Kolkata,1416,64.4,8.6,81.8,41.2,Economy,Rail,2122.01,50.0
Mumbai,Pune,1509,77.15,76.0,85.7,93.2,Express,Air,67086.0,6.9
Delhi,Ahmedabad,354,50.49,26.0,9.8,74.5,Normal,Rail,563.32,11.8
Pune,Delhi,1004,78.74,19.1,36.9,50.2,Express,Road,5986.22,28.7
Pune,Ahmedabad,1794,69.94,77.4,50.7,23.8,Normal,Air,31815.59,27.6
Bangalore,Mumbai,707,7.63,78.8,35.7,92.8,Economy,Road,1527.28,37.1
Hyderabad,Delhi,740,59.59,7.3,34.0,98.8,Express,Rail,2033.23,31.0
Bangalore,Mumbai,707,68.69,19.8,74.2,13.2,Express,Road,3455.11,19.6
Kolkata,Chennai,869,34.66,81.4,34.0,49.8,Normal,Road,1578.27,35.4
Kolkata,Ahmedabad,996,48.56,74.3,18.4,71.4,Economy,Rail,1180.05,30.6
Delhi,Chennai,365,28.76,80.0,63.7,10.0,Express,Road,719.06,23.9
Hyderabad,Pune,489,11.24,32.8,88.9,41.7,Normal,Air,3256.36,11.2
Mumbai,Ahmedabad,1164,20.29,96.8,58.3,72.7,Economy,Road,4143.17,55.7
Delhi,Chennai,365,35.0,38.4,64.4,27.4,Express,Rail,610.73,25.9
Chennai,Kolkata,863,94.94,26.4,37.5,42.3,Economy,Road,3428.01,50.1
Bangalore,Ahmedabad,1506,24.42,19.5,97.2,91.4,Normal,Rail,1578.62,30.4
Bangalore,Pune,1219,14.24,70.4,90.4,91.4,Normal,Road,7312.29,38.0
Mumbai,Kolkata,1416,53.53,73.3,22.5,84.8,Economy,Air,13733.12,27.6
Pune,Delhi,1004,44.58,93.7,89.9,93.7,Normal,Road,8366.87,30.8
Kolkata,Ahmedabad,996,56.92,26.9,27.1,70.3,Normal,Road,2941.28,38.8
Ahmedabad,Hyderabad,1430,65.13,22.5,41.8,50.0,Economy,Road,3521.49,76.0
Kolkata,Bangalore,1854,22.64,68.8,24.3,24.4,Economy,Rail,1081.36,56.8
Ahmedabad,Mumbai,1398,43.04,78.7,62.8,83.3,Express,Rail,5070.33,33.2
Chennai,Kolkata,863,11.38,48.4,88.4,88.4,Economy,Air,13155.2,7.6
Pune,Kolkata,841,76.63,96.4,23.0,46.8,Normal,Rail,1918.43,30.1
Chennai,Hyderabad,801,51.94,18.5,83.8,47.9,Express,Air,14394.46,23.9
Delhi,Bangalore,747,41.65,47.8,22.0,61.1,Express,Road,2511.97,22.5
Delhi,Hyderabad,1334,73.46,13.7,72.1,65.2,Economy,Air,20411.63,27.7
Delhi,Bangalore,747,55.26,9.2,21.2,36.8,Express,Road,2886.73,31.5
Chennai,Bangalore,1818,31.15,74.4,96.3,32.4,Economy,Road,3645.31,78.5
Kolkata,Chennai,869,46.13,86.3,56.6,5.5,Normal,Road,1890.85,35.5
Ahmedabad,Chennai,1240,60.32,5.6,88.8,31.4,Express,Air,29844.6,9.3
Chennai,Hyderabad,801,35.23,18.8,8.1,59.9,Express,Rail,1226.97,14.8
Delhi,Mumbai,361,67.37,63.1,70.7,61.5,Express,Road,1994.15,17.8
Chennai,Ahmedabad,585,76.97,35.7,90.3,82.9,Normal,Air,10277.35,7.6
Kolkata,Delhi,313,52.94,54.8,71.1,63.1,Economy,Air,3466.31,24.7
Ahmedabad,Hyderabad,1430,69.02,93.7,98.7,32.3,Express,Rail,4227.95,33.4
Delhi,Kolkata,776,56.48,54.4,65.0,51.8,Economy,Air,8297.12,10.1
Mumbai,Chennai,1808,46.76,80.7,75.1,24.7,Express,Rail,3738.99,35.6
Bangalore,Chennai,1449,64.24,70.6,29.2,11.4,Normal,Air,23503.62,9.3
Hyderabad,Delhi,740,39.91,59.0,96.2,84.0,Economy,Rail,1806.54,33.6
Ahmedabad,Pune,900,4.04,17.9,19.8,48.8,Express,Rail,162.39,33.7
Chennai,Pune,757,52.35,58.7,69.4,57.7,Economy,Road,1609.7,49.8
Hyderabad,Chennai,869,96.98,31.6,8.0,98.4,Express,Air,33767.59,13.0
Mumbai,Pune,1509,78.34,34.3,86.5,72.4,Normal,Rail,3253.37,38.5
Kolkata,Mumbai,1957,52.75,21.6,40.6,8.6,Economy,Road,4082.84,80.1
Delhi,Mumbai,361,34.34,50.9,88.0,34.5,Normal,Road,653.24,31.9
Delhi,Mumbai,361,72.59,48.6,72.8,54.6,Economy,Rail,683.3,25.2
Mumbai,Delhi,1685,46.95,9.4,54.5,67.6,Normal,Road,4016.9,62.4
Hyderabad,Mumbai,618,19.66,31.3,35.3,46.9,Economy,Rail,271.15,19.1
Mumbai,Ahmedabad,1164,54.48,57.2,30.7,94.6,Normal,Air,15044.59,18.4
Hyderabad,Kolkata,989,44.64,17.4,49.7,69.2,Economy,Rail,965.02,31.9
Ahmedabad,Kolkata,461,35.88,36.6,23.8,77.0,Express,Road,1358.08,21.8
Delhi,Chennai,365,81.38,92.4,49.5,48.3,Express,Air,11607.2,9.1
Bangalore,Mumbai,707,86.18,63.6,91.7,42.2,Express,Air,22073.12,11.6
Ahmedabad,Chennai,1240,7.0,15.7,50.5,85.3,Normal,Rail,513.68,25.2
Mumbai,Delhi,1685,55.84,11.7,33.7,48.8,Express,Rail,4012.69,25.8
Ahmedabad,Bangalore,1075,7.07,24.8,70.9,46.0,Normal,Air,4597.27,10.9
Mumbai,Hyderabad,478,93.12,59.5,51.2,61.3,Normal,Rail,1350.05,16.0
Pune,Chennai,498,60.03,70.1,61.7,82.9,Normal,Rail,1102.43,15.9
Delhi,Kolkata,776,90.37,65.4,5.0,18.9,Economy,Rail,1693.57,34.5
Bangalore,Mumbai,707,68.31,35.1,59.2,91.8,Normal,Rail,1511.96,36.6
Chennai,Kolkata,863,98.65,43.4,17.1,32.9,Normal,Air,23275.47,16.8
Hyderabad,Chennai,869,86.19,87.2,27.3,71.7,Normal,Air,18043.67,13.3
Bangalore,Hyderabad,751,17.75,18.2,57.8,85.1,Normal,Rail,375.49,31.2
Delhi,Chennai,365,7.64,6.5,73.5,51.2,Normal,Road,127.85,21.7
Ahmedabad,Pune,900,69.69,93.4,64.2,48.2,Normal,Air,16684.01,10.3
Pune,Kolkata,841,1.24,52.3,74.4,72.7,Normal,Rail,1549.21,18.9
Chennai,Kolkata,863,48.59,40.0,60.1,96.4,Economy,Road,1754.55,53.7
Kolkata,Bangalore,1854,51.94,54.7,63.0,28.3,Express,Air,37293.84,20.4
Kolkata,Ahmedabad,996,5.75,37.6,79.0,49.5,Express,Rail,1337.52,22.3
Kolkata,Delhi,313,17.17,71.0,61.8,33.9,Express,Rail,382.26,11.0
Chennai,Hyderabad,801,99.04,81.8,64.3,32.2,Economy,Road,3176.79,41.7
Delhi,Kolkata,776,28.46,86.5,6.3,15.6,Economy,Air,4628.1,13.8
Delhi,Ahmedabad,354,78.36,27.4,22.2,55.1,Economy,Rail,730.2,25.6
Delhi,Pune,1532,49.85,99.4,78.2,27.6,Normal,Air,19617.88,21.6
Hyderabad,Chennai,869,64.4,76.8,16.0,20.9,Normal,Rail,1612.21,34.2
Bangalore,Ahmedabad,1506,68.51,42.1,29.9,55.4,Normal,Road,4940.89,51.5
Hyderabad,Kolkata,989,68.45,8.9,92.2,65.6,Normal,Air,18339.27,12.8
Kolkata,Pune,1165,10.28,67.2,42.2,78.4,Express,Road,4067.29,28.6
Hyderabad,Ahmedabad,1078,69.18,22.1,57.0,68.9,Economy,Road,2930.09,58.3
Hyderabad,Mumbai,618,72.66,28.9,8.2,63.8,Economy,Air,9262.06,25.0
Mumbai,Hyderabad,478,95.8,13.2,62.4,40.7,Express,Air,18213.47,6.8
Delhi,Ahmedabad,354,29.81,67.7,12.2,48.1,Normal,Rail,328.75,25.5
Kolkata,Mumbai,1957,78.18,31.3,10.9,41.9,Economy,Rail,4006.55,59.4
Ahmedabad,Mumbai,1398,61.23,22.0,51.7,18.7,Normal,Road,4377.53,45.0
Kolkata,Chennai,869,3.97,11.7,74.1,78.8,Economy,Rail,264.95,45.0
Pune,Delhi,1004,15.58,36.3,42.2,5.4,Express,Rail,700.83,30.0
Mumbai,Kolkata,1416,22.97,41.5,70.5,79.1,Economy,Air,13200.57,15.3
Kolkata,Bangalore,1854,5.99,99.7,66.5,39.7,Normal,Road,5212.96,58.6
Bangalore,Mumbai,707,55.67,96.9,67.8,33.4,Normal,Road,2019.34,22.9
Ahmedabad,Hyderabad,1430,19.35,8.4,7.4,99.7,Economy,Rail,649.32,54.7
Ahmedabad,Kolkata,461,96.51,82.1,96.8,6.6,Normal,Road,2152.35,24.1
Bangalore,Pune,1219,65.56,54.7,94.3,87.7,Express,Road,8670.46,25.6
Delhi,Bangalore,747,65.56,49.8,92.2,9.4,Express,Air,17007.96,6.0
Kolkata,Pune,1165,79.47,48.3,21.2,61.1,Economy,Road,3701.19,54.7
Bangalore,Ahmedabad,1506,34.07,84.4,75.1,43.2,Economy,Air,16745.57,24.9
Bangalore,Pune,1219,5.04,21.5,11.0,31.0,Normal,Road,319.25,43.6
Chennai,Mumbai,528,10.45,85.5,63.2,78.9,Economy,Rail,989.92,34.4
Kolkata,Bangalore,1854,69.5,80.3,50.2,17.1,Economy,Air,24590.05,14.3
Delhi,Kolkata,776,69.32,61.6,73.1,63.1,Economy,Air,11460.96,14.6
Bangalore,Mumbai,707,12.19,55.4,14.1,39.4,Express,Air,3050.42,18.2
Kolkata,Chennai,869,19.78,80.7,70.1,97.0,Normal,Rail,2675.89,19.8
Hyderabad,Delhi,740,21.35,28.9,63.6,89.6,Normal,Road,1122.28,31.6
Delhi,Pune,1532,3.39,53.9,11.7,27.4,Normal,Air,1344.71,22.0
Hyderabad,Mumbai,618,78.01,36.0,14.3,75.1,Economy,Rail,1247.61,29.8
Chennai,Bangalore,1818,14.92,93.1,48.2,41.8,Economy,Rail,1708.81,70.2
Bangalore,Delhi,1766,13.16,70.8,10.7,18.0,Normal,Rail,685.81,39.4
Kolkata,Ahmedabad,996,16.1,80.5,95.5,91.0,Express,Air,55969.45,22.4
Ahmedabad,Pune,900,99.57,61.2,84.5,31.5,Express,Rail,4223.07,20.5
Bangalore,Kolkata,1159,94.65,91.8,90.3,44.7,Economy,Road,4819.11,59.6
Pune,Kolkata,841,39.73,81.9,71.2,14.3,Normal,Road,1531.35,40.0
Pune,Mumbai,1035,13.7,33.1,66.5,13.6,Normal,Air,3406.51,23.3
Chennai,Bangalore,1818,46.64,18.2,71.8,22.6,Normal,Air,21046.51,24.9
Mumbai,Bangalore,1816,89.4,36.6,8.1,45.5,Normal,Air,44208.79,23.6
Mumbai,Kolkata,1416,88.14,74.9,10.2,94.8,Express,Rail,6052.08,26.5
Chennai,Delhi,351,36.96,66.6,72.0,58.3,Economy,Road,860.56,18.7
Ahmedabad,Hyderabad,1430,93.95,60.1,96.1,24.9,Express,Road,9714.33,41.1
Pune,Delhi,1004,5.92,40.4,48.0,52.6,Economy,Rail,512.2,40.7
Kolkata,Bangalore,1854,62.28,81.0,94.8,81.8,Economy,Road,10046.58,74.5
Delhi,Ahmedabad,354,95.85,12.3,20.7,15.6,Economy,Rail,757.42,31.4
Chennai,Delhi,351,41.95,69.8,93.5,50.0,Normal,Rail,719.89,13.1
Chennai,Pune,757,80.3,84.3,54.4,36.9,Express,Rail,2820.63,23.1
Ahmedabad,Bangalore,1075,30.76,17.5,80.0,21.3,Normal,Road,1648.14,48.8
Chennai,Mumbai,528,35.64,48.3,20.8,92.8,Express,Air,6753.63,21.6
Delhi,Mumbai,361,24.17,8.9,35.1,17.0,Normal,Rail,245.24,10.8
Hyderabad,Delhi,740,15.22,47.6,97.7,55.7,Economy,Road,1504.21,34.7
Ahmedabad,Delhi,555,16.03,97.2,56.9,53.2,Express,Air,11746.63,24.2
Delhi,Pune,1532,56.74,91.2,47.0,70.5,Express,Rail,4500.09,31.6
Kolkata,Chennai,869,40.46,84.9,47.4,13.8,Economy,Air,7230.69,11.1
Kolkata,Mumbai,1957,2.74,56.1,47.3,68.8,Economy,Air,13989.26,21.9
Chennai,Hyderabad,801,36.43,19.1,86.1,40.1,Normal,Road,1396.18,43.0
Mumbai,Ahmedabad,1164,72.92,47.2,99.3,81.4,Normal,Road,4712.37,44.3
Pune,Mumbai,1035,83.63,61.8,18.6,33.8,Express,Rail,3557.07,32.3
Mumbai,Chennai,1808,41.24,91.9,44.4,57.8,Express,Air,33613.12,10.1
Pune,Delhi,1004,55.61,9.0,83.5,84.3,Normal,Rail,1694.83,21.1
Chennai,Mumbai,528,26.64,95.8,84.3,49.9,Express,Air,17211.71,14.6
Bangalore,Chennai,1449,12.38,31.3,99.5,11.3,Express,Rail,820.33,38.5
Ahmedabad,Hyderabad,1430,81.92,40.5,74.6,6.7,Normal,Road,5952.93,46.4
Delhi,Ahmedabad,354,16.75,30.9,44.9,91.6,Normal,Road,430.98,31.6
